Kategoria,Nazwa,Cena obecna,Obnizka,#Indeks,Obraz,Rozmiary,Opis,Podsumowanie,Kolor,Aktywny,Regula podatkowa,Cana regularna przed obnizka,Wyprzedaz,Wyprzedaz od,Wyprzedaz do,Producent,Ilosc,Minimalna ilosc,Mala ilosc w magazynie,Powiadom gdy w magazynie mało,Utworzono,Magazyn,Dostepne,Pokaż cene,Tekst alternatywny,Tekst gdy na stanie,Pokaz cene
BOTKI,Botki camel,550,,   D02662-SKV1-014,"https://baldowski.b-cdn.net/8457-new_cart_photo/botki-camel.jpg,https://baldowski.b-cdn.net/8459-new_cart_photo/botki-camel.jpg","39,40,41",Botki camel na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki camel,Dostępne,1
BOTKI,Botki czarne,610,,   D02662-SKV1-003,"https://baldowski.b-cdn.net/8193-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/8195-new_cart_photo/botki-czarne.jpg","36,39,40,41",Czarne botki na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki zielone,610,,   D02662-SKV1-022,"https://baldowski.b-cdn.net/10769-new_cart_photo/botki-zielone.jpg,https://baldowski.b-cdn.net/10771-new_cart_photo/botki-zielone.jpg","36,38,40,41",Zielone botki na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki zielone,Dostępne,1
BOTKI,Botki brązowe,610,,   D02662-SKV1-021,"https://baldowski.b-cdn.net/10675-new_cart_photo/botki-brazowe.jpg,https://baldowski.b-cdn.net/10676-new_cart_photo/botki-brazowe.jpg","36,37,38,39,40,41",Botki brązowe na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., brązowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki brązowe,Dostępne,1
BOTKI,Botki czarne z metalowym noskiem,670,,   D03357-SKV1-002/P2,"https://baldowski.b-cdn.net/10590-new_cart_photo/botki-czarne-z-metalowym-noskiem.jpg,https://baldowski.b-cdn.net/10591-new_cart_photo/botki-czarne-z-metalowym-noskiem.jpg","36,38,39,40,41",Czarne botki na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne z metalowym noskiem,Dostępne,1
BOTKI,Botki zielone z metalowym noskiem,660,,   D03357-SKV1-007/Z2,"https://baldowski.b-cdn.net/10880-new_cart_photo/botki-zielone-z-metalowym-noskiem.jpg,https://baldowski.b-cdn.net/10882-new_cart_photo/botki-zielone-z-metalowym-noskiem.jpg","35,36,37,38,39,40,41",Zielone botki na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki zielone z metalowym noskiem,Dostępne,1
BOTKI,Botki bordowe z metalowym noskiem,660,,   D03357-SKV1-008/Z2,"https://baldowski.b-cdn.net/10888-new_cart_photo/botki-bordowe-z-metalowym-noskiem.jpg,https://baldowski.b-cdn.net/10890-new_cart_photo/botki-bordowe-z-metalowym-noskiem.jpg","36,37,38,39,40,41",Botki bordowe na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., bordowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki bordowe z metalowym noskiem,Dostępne,1
BY MACIEJ ZIEŃ,Botki czarne,390,910.0,   Z00047-1281-S06,"https://baldowski.b-cdn.net/4092-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/4093-new_cart_photo/botki-czarne.jpg","36,38,39,40",Czarne buty na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,1300.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BY MACIEJ ZIEŃ,Botki zielone,390,560.0,   Z00047-1281-zielony,"https://baldowski.b-cdn.net/7016-new_cart_photo/botki-zielone.jpg,https://baldowski.b-cdn.net/7017-new_cart_photo/botki-zielone.jpg",41,Botki zielone na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielony,1,1,950.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki zielone,Dostępne,1
BY MACIEJ ZIEŃ,Botki czarne,390,460.0,   Z00047-1281-S02,"https://baldowski.b-cdn.net/3906-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/3907-new_cart_photo/botki-czarne.jpg","36,37,39",Czarne buty na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,850.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BY MACIEJ ZIEŃ,Botki w multikolorze,390,910.0,   Z00047-1281-S07,"https://baldowski.b-cdn.net/4928-new_cart_photo/botki-w-multikolorze.jpg,https://baldowski.b-cdn.net/4077-new_cart_photo/botki-w-multikolorze.jpg","36,40",Buty w multikolorze na 11-centymetrowym obcasie.,Wykonane ze skóry naturalnej., multikolor,1,1,1300.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki w multikolorze,Dostępne,1
BY MACIEJ ZIEŃ,Botki różowe,390,460.0,   Z00047-1281-S04,"https://baldowski.b-cdn.net/3902-new_cart_photo/botki-rozowe.jpg,https://baldowski.b-cdn.net/3903-new_cart_photo/botki-rozowe.jpg","39,40",Różowe buty na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., różowy,1,1,850.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki różowe,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki niebieskie,615,,   Z00826,"https://baldowski.b-cdn.net/4908-new_cart_photo/szpilki-niebieskie.jpg,https://baldowski.b-cdn.net/4909-new_cart_photo/szpilki-niebieskie.jpg",36,"Niebieskie buty na 9,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., niebieski,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki niebieskie,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki złote,615,,   Z00826-1279-002,"https://baldowski.b-cdn.net/4916-new_cart_photo/szpilki-zlote.jpg,https://baldowski.b-cdn.net/4917-new_cart_photo/szpilki-zlote.jpg","38,39,41","Złote buty na 9,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki w kolorze nude,615,,   Z00826-1279-014,"https://baldowski.b-cdn.net/4026-new_cart_photo/szpilki-w-kolorze-nude.jpg,https://baldowski.b-cdn.net/4027-new_cart_photo/szpilki-w-kolorze-nude.jpg",41,"Buty w kolorze nude na 9,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze nude,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki zielone,615,,   Z00826-1279-015,"https://baldowski.b-cdn.net/4023-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/4024-new_cart_photo/szpilki-zielone.jpg","35,41","Zielone buty na 9,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki zielone,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki czarne,450,490.0,   Z00035-4170-S05,"https://baldowski.b-cdn.net/4047-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/4048-new_cart_photo/szpilki-czarne.jpg","38,39","Czarne buty na 10,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,940.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki czerwone,450,180.0,   Z00033-4170-S02,"https://baldowski.b-cdn.net/7081-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/7083-new_cart_photo/szpilki-czerwone.jpg",37,Szpilki czerwone na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czerwony,1,1,630.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki srebrne,350,485.0,   Z00033-4170-S04,"https://baldowski.b-cdn.net/4068-new_cart_photo/szpilki-srebrne.jpg,https://baldowski.b-cdn.net/4069-new_cart_photo/szpilki-srebrne.jpg","39,40",Srebrne buty na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., srebrny,1,1,835.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki srebrne,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki różowe,450,240.0,   Z00032-4170-S01,"https://baldowski.b-cdn.net/3894-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/3895-new_cart_photo/szpilki-rozowe.jpg","35,38",Różowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., pudrowy róż,1,1,690.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki czarne,630,,   Z00049-4170-S03,"https://baldowski.b-cdn.net/3886-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/3887-new_cart_photo/szpilki-czarne.jpg","36,38",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki srebrne,650,,   Z00049-4170-S05,"https://baldowski.b-cdn.net/6695-new_cart_photo/szpilki-srebrne.jpg,https://baldowski.b-cdn.net/6697-new_cart_photo/szpilki-srebrne.jpg",36,Buty srebrnena 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i materiału., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki srebrne,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki różowe,630,,   Z00049-4170-S01,"https://baldowski.b-cdn.net/3882-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/3883-new_cart_photo/szpilki-rozowe.jpg",38,Różowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., różowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki szare,630,,   Z00049-4170-S02,"https://baldowski.b-cdn.net/3878-new_cart_photo/szpilki-szare.jpg,https://baldowski.b-cdn.net/3879-new_cart_photo/szpilki-szare.jpg","35,41",Szare buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., szary,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki szare,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki szare,580,,   Z00801-3514-002,"https://baldowski.b-cdn.net/4900-new_cart_photo/szpilki-szare.jpg,https://baldowski.b-cdn.net/4901-new_cart_photo/szpilki-szare.jpg",41,"Szare buty na 8,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., szary,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki szare,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki szare,615,,   Z00580-3504-001,"https://baldowski.b-cdn.net/4007-new_cart_photo/szpilki-szare.jpg,https://baldowski.b-cdn.net/4008-new_cart_photo/szpilki-szare.jpg",41,"Szare buty na 9,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., szary,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki szare,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki ecru,615,,   Z00580-3504-002,"https://baldowski.b-cdn.net/4904-new_cart_photo/szpilki-ecru.jpg,https://baldowski.b-cdn.net/4905-new_cart_photo/szpilki-ecru.jpg",41,"Buty w kolorze ecru na 9,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., ecru,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki ecru,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki czarne,730,,   Z00580-4170-S06,"https://baldowski.b-cdn.net/7584-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/7586-new_cart_photo/szpilki-czarne.jpg","37,38,40",Szpilki by maciej zień na 10-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, aksamitu.", czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki granatowe,730,,   Z00580-4170-S09,"https://baldowski.b-cdn.net/7560-new_cart_photo/szpilki-granatowe.jpg,https://baldowski.b-cdn.net/7562-new_cart_photo/szpilki-granatowe.jpg",37,Szpilki by maciej zień.,"Wykonane ze skóry naturalnej, aksamitu.", granatowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki granatowe,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki czarne,840,,   Z00062-4170-S01,"https://baldowski.b-cdn.net/7493-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/7495-new_cart_photo/szpilki-czarne.jpg","37,38,39,40,41",Szpilki by maciej zień.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki szare,970,,   Z00066-4170-S01,"https://baldowski.b-cdn.net/7517-new_cart_photo/szpilki-szare.jpg,https://baldowski.b-cdn.net/7519-new_cart_photo/szpilki-szare.jpg","38,39,40",Szpilki by maciej zień., wykonane ze skóry naturalnej., szary,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki szare,Dostępne,1
BY MACIEJ ZIEŃ,Szpilki czarne,730,,   Z00067-4170-S01,"https://baldowski.b-cdn.net/7536-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/7538-new_cart_photo/szpilki-czarne.jpg",37,Szpilki by maciej zień na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
BY MACIEJ ZIEŃ,Sandały multicolor,450,730.0,   Z00828-1281-S11,"https://baldowski.b-cdn.net/3933-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/3934-new_cart_photo/sandaly-multicolor.jpg",40,Buty w multikolorze na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multikolor,1,1,1180.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały multicolor,Dostępne,1
BY MACIEJ ZIEŃ,Ssandały multicolor,450,730.0,   Z00828-1281-S09,"https://baldowski.b-cdn.net/3937-new_cart_photo/ssandaly-multicolor.jpg,https://baldowski.b-cdn.net/3938-new_cart_photo/ssandaly-multicolor.jpg",38,Buty w multikolorze na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multikolor,1,1,1180.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Ssandały multicolor,Dostępne,1
BY MACIEJ ZIEŃ,Sandały w multikolorze,450,730.0,   Z00828-1281-S12,"https://baldowski.b-cdn.net/4064-new_cart_photo/sandaly-w-multikolorze.jpg,https://baldowski.b-cdn.net/4065-new_cart_photo/sandaly-w-multikolorze.jpg","37,38,39,40",Buty w multikolorze na 11-centymetrowym obcasie., wykonane ze skóry naturalnej., multikolor,1,1,1180.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały w multikolorze,Dostępne,1
BY MACIEJ ZIEŃ,Sandały czarne,1100,,   Z00064-2876-S01,"https://baldowski.b-cdn.net/7501-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/7511-new_cart_photo/sandaly-czarne.jpg","36,37,39,40,41",Sandały na szpilce by maciej zień.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
BY MACIEJ ZIEŃ,Sandały nude,650,,   Z00052-1281-003,"https://baldowski.b-cdn.net/6983-new_cart_photo/sandaly-nude.jpg,https://baldowski.b-cdn.net/6984-new_cart_photo/sandaly-nude.jpg",37,Sandały nude by maciej zień.,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały nude,Dostępne,1
BY MACIEJ ZIEŃ,Sandały różowe,630,,   Z00055-1281-S03,"https://baldowski.b-cdn.net/3961-new_cart_photo/sandaly-rozowe.jpg,https://baldowski.b-cdn.net/3962-new_cart_photo/sandaly-rozowe.jpg",41,Sandały różowe by maciej zień.,Wykonane ze skóry naturalnej., różowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały różowe,Dostępne,1
BY MACIEJ ZIEŃ,Sandały białe,650,,   Z00052-1281-S04,"https://baldowski.b-cdn.net/3917-new_cart_photo/sandaly-białe.jpg,https://baldowski.b-cdn.net/3918-new_cart_photo/sandaly-białe.jpg",41,Sandały białe by maciej zień.,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały białe,Dostępne,1
BY MACIEJ ZIEŃ,Sandały nude,650,,   Z00052-1281-S06,"https://baldowski.b-cdn.net/3923-new_cart_photo/sandaly-nude.jpg,https://baldowski.b-cdn.net/3921-new_cart_photo/sandaly-nude.jpg",38,Sandały w kolorze nude by maciej zień.,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały nude,Dostępne,1
BY MACIEJ ZIEŃ,Sandały metalik beż,650,,   Z00052-1281-S07,"https://baldowski.b-cdn.net/7041-new_cart_photo/sandaly-metalik-bez.jpg,https://baldowski.b-cdn.net/7040-new_cart_photo/sandaly-metalik-bez.jpg",37,Sandały metalik by maciej zień.,Wykonane ze skóry naturalnej., metalik beż,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały metalik beż,Dostępne,1
BY MACIEJ ZIEŃ,Sandały złote,650,,   Z00052-1281-S01,"https://baldowski.b-cdn.net/3913-new_cart_photo/sandaly-zlote.jpg,https://baldowski.b-cdn.net/3914-new_cart_photo/sandaly-zlote.jpg",40,Sandały złote by maciej zień.,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały złote,Dostępne,1
BY MACIEJ ZIEŃ,Sandały nude,650,,   Z00052-1281-S02/004,"https://baldowski.b-cdn.net/3929-new_cart_photo/sandaly-nude.jpg,https://baldowski.b-cdn.net/3930-new_cart_photo/sandaly-nude.jpg","37,38,40",Sandały w kolorze nude by maciej zień.,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały nude,Dostępne,1
BY MACIEJ ZIEŃ,Sandały srebrne,720,,   Z00051-1281-S05,"https://baldowski.b-cdn.net/3981-new_cart_photo/sandaly-srebrne.jpg,https://baldowski.b-cdn.net/3982-new_cart_photo/sandaly-srebrne.jpg",36,Sandały srebrne by maciej zień.,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały srebrne,Dostępne,1
BY MACIEJ ZIEŃ,Sandały złote,790,,   Z00051-1281-S01,"https://baldowski.b-cdn.net/3969-new_cart_photo/sandaly-zlote.jpg,https://baldowski.b-cdn.net/3970-new_cart_photo/sandaly-zlote.jpg",40,Sandały złote by maciej zień.,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały złote,Dostępne,1
BY MACIEJ ZIEŃ,Sandały srebrne,650,,   Z00053-1281-S02,"https://baldowski.b-cdn.net/3993-new_cart_photo/sandaly-srebrne.jpg,https://baldowski.b-cdn.net/3994-new_cart_photo/sandaly-srebrne.jpg",37,Sandały srebrne by maciej zień., wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały srebrne,Dostępne,1
BY MACIEJ ZIEŃ,Sandały złote,650,,   Z00053-1281-S01,"https://baldowski.b-cdn.net/3989-new_cart_photo/sandaly-zlote.jpg,https://baldowski.b-cdn.net/3990-new_cart_photo/sandaly-zlote.jpg","36,37,39,40,41",Sandały złote by maciej zień.,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały złote,Dostępne,1
SNEAKERSY,Sneakersy czarne,310,280.0,   W00239-SNIK-003,"https://baldowski.b-cdn.net/5282-new_cart_photo/sneakersy-czarne.jpg,https://baldowski.b-cdn.net/5283-new_cart_photo/sneakersy-czarne.jpg",36,Czarne sneakersy na 8-centymetrowej platformie schowanej. ,Wykonane ze skóry naturalnej., czarny,1,1,590.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sneakersy czarne,Dostępne,1
SNEAKERSY,Sneakersy srebrne,210,380.0,   W00385-SNIK-002,"https://baldowski.b-cdn.net/3793-new_cart_photo/sneakersy-srebrne.jpg,https://baldowski.b-cdn.net/3794-new_cart_photo/sneakersy-srebrne.jpg",,Złote sneakersy na 8-centymetrowej platformie schowanej. ,Wykonane ze skóry naturalnej., srebrny,1,1,590.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sneakersy srebrne,Dostępne,1
KOZAKI,Kozaki beżowe,950,,   D02743-1451-010,"https://baldowski.b-cdn.net/11037-new_cart_photo/kozaki-bezowe.jpg,https://baldowski.b-cdn.net/11039-new_cart_photo/kozaki-bezowe.jpg","36,38,39,40",Kozaki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Kozaki beżowe,Dostępne,1
KOZAKI,Kozaki w kolorze rudym,790,,   D02353-7633-002,"https://baldowski.b-cdn.net/10753-new_cart_photo/kozaki-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/10755-new_cart_photo/kozaki-w-kolorze-rudym.jpg","35,36,40,41",Rude kozaki na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., rudy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Kozaki w kolorze rudym,Dostępne,1
KOZAKI,Kozaki czarne lycra,610,,   D01896-1451-008/D01896-1451-001/D,"https://baldowski.b-cdn.net/8440-new_cart_photo/kozaki-czarne-lycra.jpg,https://baldowski.b-cdn.net/8441-new_cart_photo/kozaki-czarne-lycra.jpg",40,Czarne kozaki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej- lycra zamsz., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Kozaki czarne lycra,Dostępne,1
KOZAKI,Kozaki czarne,950,,   D02743-1451-002,"https://baldowski.b-cdn.net/8040-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/8039-new_cart_photo/kozaki-czarne.jpg","36,37,38,39,40",Czarne kozaki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Kozaki czarne,Dostępne,1
KOZAKI,Kozaki w kolorze rudym,1050,,   D02104-1451-007,"https://baldowski.b-cdn.net/8068-new_cart_photo/kozaki-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/8069-new_cart_photo/kozaki-w-kolorze-rudym.jpg","37,40",Rude kozaki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej.," rudy, czarny",1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Kozaki w kolorze rudym,Dostępne,1
KOZAKI,Kozaki czarne,810,,   D02338/D02338-4330-008,"https://baldowski.b-cdn.net/8076-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/8078-new_cart_photo/kozaki-czarne.jpg","35,40","Czarne kozaki na 6,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Kozaki czarne,Dostępne,1
KOZAKI,Kozaki czarne,1010,,   D02338-4330-043/Z,"https://baldowski.b-cdn.net/10735-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/10737-new_cart_photo/kozaki-czarne.jpg","35,36,37,38,39,40,41","Kozaki czarne na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Kozaki czarne,Dostępne,1
